3576022	Saint John’s	AG	17.11717	-61.84573	America/Antigua
4459467	Cary	US	35.79154	-78.78112	America/New_York
4460162	Chapel Hill	US	35.9132	-79.05584	America/New_York
4460243	Charlotte	US	35.22709	-80.84313	America/New_York
4460943	Clayton	US	35.65071	-78.45639	America/New_York
4461015	Clemmons	US	36.02153	-80.382	America/New_York
4461574	Concord	US	35.40888	-80.58158	America/New_York
4461941	Cornelius	US	35.4868	-80.86007	America/New_York
4464368	Durham	US	35.99403	-78.89862	America/New_York
4464873	Eden	US	36.48847	-79.7667	America/New_York
4465088	Elizabeth City	US	36.2946	-76.25105	America/New_York
4466033	Fayetteville	US	35.05266	-78.87836	America/New_York
4467485	Fuquay-Varina	US	35.58432	-78.80001	America/New_York
4467657	Garner	US	35.71126	-78.61417	America/New_York
4467732	Gastonia	US	35.26208	-81.1873	America/New_York
4468261	Goldsboro	US	35.38488	-77.99277	America/New_York
4469146	Greensboro	US	36.07264	-79.79198	America/New_York
4469160	Greenville	US	35.61266	-77.36635	America/New_York
4470244	Havelock	US	34.87905	-76.90133	America/New_York
4470566	Henderson	US	36.32959	-78.39916	America/New_York
4470778	Hickory	US	35.73319	-81.3412	America/New_York
4471025	High Point	US	35.95569	-80.00532	America/New_York
4471641	Holly Springs	US	35.65127	-78.83362	America/New_York
4471851	Hope Mills	US	34.97044	-78.94531	America/New_York
4472370	Huntersville	US	35.41069	-80.84285	America/New_York
4472687	Indian Trail	US	35.07681	-80.66924	America/New_York
4473083	Jacksonville	US	34.75405	-77.43024	America/New_York
4474040	Kannapolis	US	35.48736	-80.62173	America/New_York
4474221	Kernersville	US	36.11986	-80.07365	America/New_York
4474436	Kinston	US	35.26266	-77.58164	America/New_York
4475347	Laurinburg	US	34.77405	-79.46282	America/New_York
4475640	Lenoir	US	35.91402	-81.53898	America/New_York
4475773	Lexington	US	35.82403	-80.25338	America/New_York
4477525	Lumberton	US	34.61834	-79.01045	America/New_York
4478334	Matthews	US	35.11681	-80.72368	America/New_York
4479759	Mint Hill	US	35.17959	-80.64729	America/New_York
4479946	Monroe	US	34.98543	-80.54951	America/New_York
4480125	Mooresville	US	35.58486	-80.81007	America/New_York
4480219	Morganton	US	35.74541	-81.68482	America/New_York
4480285	Morrisville	US	35.82348	-78.82556	America/New_York
4481682	New Bern	US	35.10849	-77.04411	America/New_York
4487042	Raleigh	US	35.7721	-78.63861	America/New_York
4488232	Roanoke Rapids	US	36.46154	-77.65415	America/New_York
4488762	Rocky Mount	US	35.93821	-77.79053	America/New_York
4489985	Salisbury	US	35.67097	-80.47423	America/New_York
4490329	Sanford	US	35.47988	-79.1803	America/New_York
4491180	Shelby	US	35.29235	-81.53565	America/New_York
4493316	Statesville	US	35.78264	-80.8873	America/New_York
4494942	Thomasville	US	35.88264	-80.08199	America/New_York
4497290	Wake Forest	US	35.97987	-78.50972	America/New_York
4498303	West Raleigh	US	35.78682	-78.66389	America/New_York
4499379	Wilmington	US	34.22573	-77.94471	America/New_York
4499389	Wilson	US	35.72127	-77.91554	America/New_York
4499612	Winston-Salem	US	36.09986	-80.24422	America/New_York
4500546	Atlantic City	US	39.36428	-74.42293	America/New_York
4500942	Bridgeton	US	39.42734	-75.23408	America/New_York
4501018	Camden	US	39.92595	-75.11962	America/New_York
4501198	Cherry Hill	US	39.93484	-75.03073	America/New_York
4501931	Glassboro	US	39.70289	-75.11184	America/New_York
4502434	Jackson	US	39.7765	-74.86238	America/New_York
4502687	Lindenwold	US	39.82428	-74.99767	America/New_York
4502901	Maple Shade	US	39.95261	-74.99239	America/New_York
4503078	Millville	US	39.40206	-75.03934	America/New_York
4503136	Mount Laurel	US	39.934	-74.891	America/New_York
4503346	Ocean Acres	US	39.74345	-74.28098	America/New_York
4503548	Pennsauken	US	39.95622	-75.05795	America/New_York
4503646	Pleasantville	US	39.38984	-74.52404	America/New_York
4504118	Sicklerville	US	39.71734	-74.96933	America/New_York
4504225	South Vineland	US	39.44595	-75.02879	America/New_York
4504476	Toms River	US	39.95373	-74.19792	America/New_York
4504621	Vineland	US	39.48623	-75.02573	America/New_York
4504871	Williamstown	US	39.68623	-74.99517	America/New_York
4505542	Athens	US	39.32924	-82.10126	America/New_York
4506008	Beavercreek	US	39.70923	-84.06327	America/New_York
4508204	Centerville	US	39.62839	-84.15938	America/New_York
4508722	Cincinnati	US	39.162	-84.45689	America/New_York
4509177	Columbus	US	39.96118	-82.99879	America/New_York
4509884	Dayton	US	39.75895	-84.19161	America/New_York
4511263	Fairborn	US	39.82089	-84.01938	America/New_York
4511283	Fairfield	US	39.34589	-84.5605	America/New_York
4512060	Forest Park	US	39.29034	-84.50411	America/New_York
4513409	Grove City	US	39.88145	-83.09296	America/New_York
4513575	Hamilton	US	39.3995	-84.56134	America/New_York
4514746	Huber Heights	US	39.84395	-84.12466	America/New_York
4515843	Kettering	US	39.6895	-84.16883	America/New_York
4516233	Lancaster	US	39.71368	-82.59933	America/New_York
4516412	Lebanon	US	39.43534	-84.20299	America/New_York
4517698	Mason	US	39.36006	-84.30994	America/New_York
4518188	Miamisburg	US	39.64284	-84.28661	America/New_York
4518264	Middletown	US	39.51506	-84.39828	America/New_York
4519995	Norwood	US	39.15561	-84.45966	America/New_York
4520760	Oxford	US	39.507	-84.74523	America/New_York
4521209	Pickerington	US	39.88423	-82.7535	America/New_York
4521816	Portsmouth	US	38.73174	-82.99767	America/New_York
4522411	Reynoldsburg	US	39.95479	-82.81212	America/New_York
4522586	Riverside	US	39.77978	-84.1241	America/New_York
4525304	Springboro	US	39.55228	-84.23327	America/New_York
4525353	Springfield	US	39.92423	-83.80882	America/New_York
4526576	Trotwood	US	39.79728	-84.31133	America/New_York
4526993	Upper Arlington	US	39.99451	-83.06241	America/New_York
4527124	Vandalia	US	39.89061	-84.19883	America/New_York
4528259	White Oak	US	39.21311	-84.59939	America/New_York
4528291	Whitehall	US	39.96673	-82.88546	America/New_York
4528810	Xenia	US	39.68478	-83.92965	America/New_York
4528923	Zanesville	US	39.94035	-82.01319	America/New_York
4529096	Ada	US	34.77453	-96.67834	America/Chicago
4529292	Altus	US	34.63813	-99.33398	America/Chicago
4529469	Ardmore	US	34.17426	-97.14363	America/Chicago
4529987	Bartlesville	US	36.74731	-95.98082	America/Chicago
4530372	Bethany	US	35.51867	-97.63226	America/Chicago
4530801	Bixby	US	35.94204	-95.88332	America/Chicago
4531405	Broken Arrow	US	36.0526	-95.79082	America/Chicago
4533029	Chickasha	US	35.05257	-97.93643	America/Chicago
4533580	Claremore	US	36.3126	-95.61609	America/Chicago
4534934	Del City	US	35.44201	-97.44087	America/Chicago
4535389	Duncan	US	34.5023	-97.95781	America/Chicago
4535414	Durant	US	33.99399	-96.37082	America/Chicago
4535740	Edmond	US	35.65283	-97.4781	America/Chicago
4535783	El Reno	US	35.53227	-97.95505	America/Chicago
4535961	Enid	US	36.39559	-97.87839	America/Chicago
4539615	Jenks	US	36.02287	-95.96833	America/Chicago
4540737	Lawton	US	34.60869	-98.39033	America/Chicago
4542367	McAlester	US	34.93343	-95.76971	America/Chicago
4542765	Midwest City	US	35.44951	-97.3967	America/Chicago
4542975	Moore	US	35.33951	-97.4867	America/Chicago
4543338	Muskogee	US	35.74788	-95.36969	America/Chicago
4543352	Mustang	US	35.38423	-97.72449	America/Chicago
4543762	Norman	US	35.22257	-97.43948	America/Chicago
4544349	Oklahoma City	US	35.46756	-97.51643	America/Chicago
4547407	Owasso	US	36.26954	-95.85471	America/Chicago
4548267	Ponca City	US	36.70698	-97.08559	America/Chicago
4550659	Sand Springs	US	36.13981	-96.10889	America/Chicago
4550881	Sapulpa	US	35.9987	-96.11417	America/Chicago
4551177	Shawnee	US	35.32729	-96.9253	America/Chicago
4552215	Stillwater	US	36.11561	-97.05837	America/Chicago
4552707	Tahlequah	US	35.91537	-94.96996	America/Chicago
4553433	Tulsa	US	36.15398	-95.99277	America/Chicago
4556165	Yukon	US	35.50672	-97.76254	America/Chicago
4557109	Chambersburg	US	39.93759	-77.6611	America/New_York
4557137	Chester	US	39.84956	-75.35575	America/New_York
4557606	Drexel Hill	US	39.94706	-75.29213	America/New_York
4558475	Hanover	US	39.80066	-76.98304	America/New_York
4560349	Philadelphia	US	39.95233	-75.16379	America/New_York
4561407	Springfield	US	39.93067	-75.32019	America/New_York
4562144	West Chester	US	39.96097	-75.60804	America/New_York
4562407	York	US	39.9626	-76.72774	America/New_York
4569067	Aiken	US	33.56042	-81.71955	America/New_York
4569298	Anderson	US	34.50344	-82.65013	America/New_York
4574324	Charleston	US	32.77657	-79.93092	America/New_York
4575352	Columbia	US	34.00071	-81.03481	America/New_York
4575461	Conway	US	33.836	-79.04781	America/New_York
4577263	Easley	US	34.82984	-82.60152	America/New_York
4578737	Florence	US	34.19543	-79.76256	America/New_York
4580098	Goose Creek	US	32.98101	-80.03259	America/New_York
4580543	Greenville	US	34.85262	-82.39401	America/New_York
4580569	Greenwood	US	34.1954	-82.16179	America/New_York
4580599	Greer	US	34.93873	-82.22706	America/New_York
4581023	Hanahan	US	32.91851	-80.02203	America/New_York
4581833	Hilton Head Island	US	32.21632	-80.75261	America/New_York
4585000	Lexington	US	33.98154	-81.23621	America/New_York
4586523	Mauldin	US	34.77873	-82.31012	America/New_York
4588165	Mount Pleasant	US	32.79407	-79.86259	America/New_York
4588718	Myrtle Beach	US	33.68906	-78.88669	America/New_York
4589368	North Augusta	US	33.5018	-81.96512	America/New_York
4589387	North Charleston	US	32.85462	-79.97481	America/New_York
4593142	Rock Hill	US	34.92487	-81.02508	America/New_York
4593724	Saint Andrews	US	34.04543	-81.12926	America/New_York
4595374	Seven Oaks	US	34.04876	-81.14648	America/New_York
4595864	Simpsonville	US	34.73706	-82.25428	America/New_York
4596208	Socastee	US	33.6835	-78.99837	America/New_York
4597200	Spartanburg	US	34.94957	-81.93205	America/New_York
4597919	Summerville	US	33.0185	-80.17565	America/New_York
4597948	Sumter	US	33.92044	-80.34147	America/New_York
4598353	Taylors	US	34.92039	-82.29623	America/New_York
4599937	Wade Hampton	US	34.90373	-82.33317	America/New_York
4604183	Bartlett	US	35.20453	-89.87398	America/Chicago
4608408	Brentwood	US	36.03312	-86.78278	America/Chicago
4608418	Brentwood Estates	US	36.02506	-86.77917	America/Chicago
4608657	Bristol	US	36.59511	-82.18874	America/New_York
4612862	Chattanooga	US	35.04563	-85.30968	America/New_York
4613868	Clarksville	US	36.52977	-87.35945	America/Chicago
4614088	Cleveland	US	35.15952	-84.87661	America/New_York
4614748	Collierville	US	35.04204	-89.66453	America/Chicago
4614867	Columbia	US	35.61507	-87.03528	America/Chicago
4615145	Cookeville	US	36.16284	-85.50164	America/Chicago
4619800	Dyersburg	US	36.03452	-89.38563	America/Chicago
4619943	East Brainerd	US	34.99591	-85.15023	America/New_York
4619947	East Chattanooga	US	35.06535	-85.24912	America/New_York
4620131	East Ridge	US	35.01424	-85.2519	America/New_York
4621846	Farragut	US	35.88452	-84.15353	America/New_York
4623560	Franklin	US	35.92506	-86.86889	America/Chicago
4624180	Gallatin	US	36.38838	-86.44666	America/Chicago
4624601	Germantown	US	35.08676	-89.81009	America/Chicago
4625282	Goodlettsville	US	36.32311	-86.71333	America/Chicago
4626334	Greeneville	US	36.16316	-82.83099	America/New_York
4628735	Hendersonville	US	36.30477	-86.62	America/Chicago
4632595	Jackson	US	35.61452	-88.81395	America/Chicago
4633419	Johnson City	US	36.31344	-82.35347	America/New_York
4634662	Kingsport	US	36.54843	-82.56182	America/New_York
4634946	Knoxville	US	35.96064	-83.92074	America/New_York
4635031	La Vergne	US	36.01562	-86.58194	America/Chicago
4636045	Lebanon	US	36.20811	-86.2911	America/Chicago
4639848	Maryville	US	35.75647	-83.97046	America/New_York
4641239	Memphis	US	35.14953	-90.04898	America/Chicago
4642938	Morristown	US	36.21398	-83.29489	America/New_York
4643336	Mount Juliet	US	36.20005	-86.51861	America/Chicago
4644312	Murfreesboro	US	35.84562	-86.39027	America/Chicago
4644585	Nashville	US	36.16589	-86.78444	America/Chicago
4645421	New South Memphis	US	35.08676	-90.05676	America/Chicago
4646571	Oak Ridge	US	36.01036	-84.26964	America/New_York
4657077	Shelbyville	US	35.48341	-86.46027	America/Chicago
4658590	Smyrna	US	35.98284	-86.5186	America/Chicago
4659446	Spring Hill	US	35.75118	-86.93	America/Chicago
4659557	Springfield	US	36.50921	-86.885	America/Chicago
4663494	Tullahoma	US	35.36202	-86.20943	America/Chicago
4669635	Abilene	US	32.44874	-99.73314	America/Chicago
4670074	Alamo	US	26.18369	-98.12306	America/Chicago
4670146	Aldine	US	29.93245	-95.38021	America/Chicago
4670234	Alice	US	27.75225	-98.06972	America/Chicago
4670300	Allen	US	33.10317	-96.67055	America/Chicago
4670592	Alvin	US	29.42385	-95.2441	America/Chicago
4670866	Angleton	US	29.16941	-95.43188	America/Chicago
4671240	Arlington	US	32.73569	-97.10807	America/Chicago
4671524	Atascocita	US	29.99883	-95.1766	America/Chicago
4671654	Austin	US	30.26715	-97.74306	America/Chicago
4672059	Balch Springs	US	32.72874	-96.62277	America/Chicago
4672731	Baytown	US	29.7355	-94.97743	America/Chicago
4672989	Beaumont	US	30.08605	-94.10185	America/Chicago
4673094	Bedford	US	32.84402	-97.14307	America/Chicago
4673353	Bellaire	US	29.70579	-95.45883	America/Chicago
4673425	Belton	US	31.05601	-97.46445	America/Chicago
4673482	Benbrook	US	32.67319	-97.46058	America/Chicago
4676206	Brenham	US	30.16688	-96.39774	America/Chicago
4676740	Brownsville	US	25.90175	-97.49748	America/Chicago
4676798	Brownwood	US	31.70932	-98.99116	America/Chicago
4676920	Brushy Creek	US	30.51353	-97.73973	America/Chicago
4677008	Bryan	US	30.67436	-96.36996	America/Chicago
4677551	Burleson	US	32.54208	-97.32085	America/Chicago
4678901	Canyon Lake	US	29.87522	-98.26251	America/Chicago
4679195	Carrollton	US	32.95373	-96.89028	America/Chicago
4679803	Cedar Hill	US	32.58847	-96.95612	America/Chicago
4679867	Cedar Park	US	30.5052	-97.82029	America/Chicago
4680388	Channelview	US	29.77606	-95.11465	America/Chicago
4681462	Cibolo	US	29.56162	-98.22696	America/Chicago
4681485	Cinco Ranch	US	29.73884	-95.758	America/Chicago
4681976	Cleburne	US	32.34764	-97.38668	America/Chicago
4682127	Cloverleaf	US	29.77828	-95.17188	America/Chicago
4682464	College Station	US	30.62798	-96.33441	America/Chicago
4682478	Colleyville	US	32.88096	-97.15501	America/Chicago
4682991	Conroe	US	30.31188	-95.45605	America/Chicago
4683021	Converse	US	29.51801	-98.31612	America/Chicago
4683217	Coppell	US	32.95457	-97.01501	America/Chicago
4683244	Copperas Cove	US	31.12406	-97.90308	America/Chicago
4683317	Corinth	US	33.15401	-97.06473	America/Chicago
4683416	Corpus Christi	US	27.80058	-97.39638	America/Chicago
4683462	Corsicana	US	32.09543	-96.46887	America/Chicago
4684724	Cypress	US	29.96911	-95.69717	America/Chicago
4684888	Dallas	US	32.78306	-96.80667	America/Chicago
4685524	DeSoto	US	32.58986	-96.85695	America/Chicago
4685737	Deer Park	US	29.70523	-95.12382	America/Chicago
4685892	Denison	US	33.75566	-96.53666	America/Chicago
4685907	Denton	US	33.21484	-97.13307	America/Chicago
4686163	Dickinson	US	29.46079	-95.05132	America/Chicago
4686593	Donna	US	26.17035	-98.05195	America/Chicago
4687331	Duncanville	US	32.6518	-96.90834	America/Chicago
4688275	Edinburg	US	26.30174	-98.16334	America/Chicago
4689311	Ennis	US	32.32931	-96.62527	America/Chicago
4689550	Euless	US	32.83707	-97.08195	America/Chicago
4690198	Farmers Branch	US	32.92651	-96.89612	America/Chicago
4691585	Flower Mound	US	33.01457	-97.09696	America/Chicago
4691930	Fort Worth	US	32.72541	-97.32085	America/Chicago
4692400	Fresno	US	29.53885	-95.44744	America/Chicago
4692521	Friendswood	US	29.5294	-95.20104	America/Chicago
4692559	Frisco	US	33.15067	-96.82361	America/Chicago
4692746	Gainesville	US	33.62594	-97.13335	America/Chicago
4692883	Galveston	US	29.30135	-94.7977	America/Chicago
4693003	Garland	US	32.91262	-96.63888	America/Chicago
4693150	Gatesville	US	31.43516	-97.74391	America/Chicago
4693342	Georgetown	US	30.63269	-97.67723	America/Chicago
4694482	Grand Prairie	US	32.74596	-96.99778	America/Chicago
4694568	Grapevine	US	32.93429	-97.07807	America/Chicago
4695066	Greenville	US	33.13845	-96.11081	America/Chicago
4695317	Groves	US	29.94827	-93.91712	America/Chicago
4695912	Haltom City	US	32.79957	-97.26918	America/Chicago
4696202	Harker Heights	US	31.08351	-97.65974	America/Chicago
4696233	Harlingen	US	26.19063	-97.6961	America/Chicago
4697645	Highland Village	US	33.09179	-97.04668	America/Chicago
4699066	Houston	US	29.76328	-95.36327	America/Chicago
4699442	Humble	US	29.99883	-95.26216	America/Chicago
4699540	Huntsville	US	30.72353	-95.55078	America/Chicago
4699575	Hurst	US	32.82346	-97.17057	America/Chicago
4700168	Irving	US	32.81402	-96.94889	America/Chicago
4701458	Jollyville	US	30.4427	-97.77501	America/Chicago
4702828	Keller	US	32.93457	-97.25168	America/Chicago
4703078	Kerrville	US	30.04743	-99.14032	America/Chicago
4703223	Killeen	US	31.11712	-97.7278	America/Chicago
4703384	Kingsville	US	27.51587	-97.85611	America/Chicago
4703811	Kyle	US	29.98911	-97.87723	America/Chicago
4704108	La Porte	US	29.66578	-95.01937	America/Chicago
4704628	Lake Jackson	US	29.03386	-95.43439	America/Chicago
4705191	Lancaster	US	32.59208	-96.75611	America/Chicago
4705349	Laredo	US	27.50641	-99.50754	America/Chicago
4705692	League City	US	29.50745	-95.09493	America/Chicago
4705708	Leander	US	30.57881	-97.85307	America/Chicago
4706057	Lewisville	US	33.04623	-96.99417	America/Chicago
4706736	Little Elm	US	33.16262	-96.93751	America/Chicago
4707814	Longview	US	32.5007	-94.74049	America/Chicago
4708308	Lufkin	US	31.33824	-94.7291	America/Chicago
4709013	Mansfield	US	32.56319	-97.14168	America/Chicago
4709272	Marshall	US	32.54487	-94.36742	America/Chicago
4709796	McAllen	US	26.20341	-98.23001	America/Chicago
4710178	McKinney	US	33.19762	-96.61527	America/Chicago
4710749	Mercedes	US	26.1498	-97.91361	America/Chicago
4710826	Mesquite	US	32.7668	-96.59916	America/Chicago
4711156	Midlothian	US	32.48236	-96.99445	America/Chicago
4711647	Mineral Wells	US	32.80846	-98.11282	America/Chicago
4711725	Mission	US	26.21591	-98.32529	America/Chicago
4711729	Mission Bend	US	29.69384	-95.66495	America/Chicago
4711801	Missouri City	US	29.61857	-95.53772	America/Chicago
4712933	Mount Pleasant	US	33.15679	-94.96827	America/Chicago
